id,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank,is_preparatory
1,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,GEN,838,1841,0
2,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,OBC-NCL,408,1098,0
3,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,SC,297,468,0
4,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,ST,79,145,0
5,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,GEN-PWD,94,94,0
6,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,OBC-NCL-PWD,45,45,0
7,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemical Engineering,4 Years,B.Tech,GEN,422,1479,0
8,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemical Engineering,4 Years,B.Tech,OBC-NCL,447,974,0
9,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemical Engineering,4 Years,B.Tech,SC,257,572,0
10,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemical Engineering,4 Years,B.Tech,ST,161,335,0
11,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemical Engineering,4 Years,B.Tech,GEN-PWD,51,75,0
12,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemical Engineering,4 Years,B.Tech,OBC-NCL-PWD,40,40,0
13,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemical Engineering,4 Years,B.Tech,SC-PWD,3,3,0
14,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemistry,4 Years,BSc,GEN,3323,4880,0
15,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemistry,4 Years,BSc,OBC-NCL,1753,2596,0
16,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemistry,4 Years,BSc,SC,261,1743,0
17,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemistry,4 Years,BSc,ST,661,697,0
18,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Chemistry,4 Years,BSc,GEN-PWD,49,49,0
19,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Civil Engineering,4 Years,B.Tech,GEN,897,2251,0
20,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Civil Engineering,4 Years,B.Tech,OBC-NCL,356,1007,0
21,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Civil Engineering,4 Years,B.Tech,SC,217,441,0
22,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Civil Engineering,4 Years,B.Tech,ST,57,108,0
23,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Civil Engineering,4 Years,B.Tech,GEN-PWD,19,50,0
24,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Civil Engineering,4 Years,B.Tech,OBC-NCL-PWD,21,21,0
25,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,GEN,1,60,0
26,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,8,44,0
27,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,SC,2,26,0
28,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,ST,1,15,0
29,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,2,3,0
30,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,1,1,0
31,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,GEN,22,227,0
32,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,OBC-NCL,64,162,0
33,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,SC,18,81,0
34,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,ST,20,45,0
35,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,GEN-PWD,9,9,0
36,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,SC-PWD,1,1,0
37,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,5 Years,B.Tech + M.Tech (IDD),GEN,249,583,0
38,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,223,404,0
39,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,5 Years,B.Tech + M.Tech (IDD),SC,140,226,0
40,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,5 Years,B.Tech + M.Tech (IDD),ST,60,87,0
41,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,24,24,0
42,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Microelectronics,5 Years,B.Tech + M.Tech (IDD),GEN,228,514,0
43,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Microelectronics,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,175,328,0
44,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Microelectronics,5 Years,B.Tech + M.Tech (IDD),SC,132,184,0
45,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Microelectronics,5 Years,B.Tech + M.Tech (IDD),ST,89,130,0
46,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Electrical Engineering with M.Tech. in Microelectronics,5 Years,B.Tech + M.Tech (IDD),OBC-NCL-PWD,2,2,0
47,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Energy Engineering with M.Tech. in Energy Systems Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,1374,2250,0
48,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Energy Engineering with M.Tech. in Energy Systems Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,890,1524,0
49,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Energy Engineering with M.Tech. in Energy Systems Engineering,5 Years,B.Tech + M.Tech (IDD),SC,338,848,0
50,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Energy Engineering with M.Tech. in Energy Systems Engineering,5 Years,B.Tech + M.Tech (IDD),ST,607,706,0
51,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics,4 Years,B.Tech,GEN,6,1041,0
52,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics,4 Years,B.Tech,OBC-NCL,283,796,0
53,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics,4 Years,B.Tech,SC,360,763,0
54,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics,4 Years,B.Tech,ST,204,337,0
55,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics,4 Years,B.Tech,GEN-PWD,43,43,0
56,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics and M.Tech. with specialization in Nano Science,5 Years,B.Tech + M.Tech (IDD),GEN,1092,1843,0
57,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics and M.Tech. with specialization in Nano Science,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,477,928,0
58,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics and M.Tech. with specialization in Nano Science,5 Years,B.Tech + M.Tech (IDD),SC,801,812,0
59,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics and M.Tech. with specialization in Nano Science,5 Years,B.Tech + M.Tech (IDD),ST,368,368,0
60,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Engineering Physics and M.Tech. with specialization in Nano Science,5 Years,B.Tech + M.Tech (IDD),OBC-NCL-PWD,50,50,0
61,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,GEN,26,777,0
62,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,104,371,0
63,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,SC,33,164,0
64,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,ST,29,117,0
65,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,GEN-PWD,13,13,0
66,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,OBC-NCL-PWD,8,8,0
67,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),GEN,803,901,0
68,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,428,484,0
69,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),SC,189,284,0
70,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),ST,56,133,0
71,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,GEN,1657,2971,0
72,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,OBC-NCL,1015,1647,0
73,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,SC,602,929,0
74,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,ST,333,580,0
75,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,GEN-PWD,104,104,0
76,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites,5 Years,B.Tech + M.Tech (IDD),GEN,3001,3450,0
77,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,1560,1783,0
78,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites,5 Years,B.Tech + M.Tech (IDD),SC,766,959,0
79,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites,5 Years,B.Tech + M.Tech (IDD),ST,384,384,0
80,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,60,60,0
81,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,3113,3403,0
82,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,1665,1885,0
83,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering,5 Years,B.Tech + M.Tech (IDD),SC,998,1126,0
84,2016,IIT,6,AI,Gender-Neutral,IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering,5 Years,B.Tech + M.Tech (IDD),ST,389,389,0
85,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),GEN,3787,4714,0
86,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,2028,2535,0
87,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),SC,1485,1563,0
88,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),ST,843,843,0
89,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,GEN,2609,3718,0
90,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,OBC-NCL,1715,2207,0
91,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,SC,1116,1525,0
92,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,ST,803,885,0
93,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,GEN-PWD,91,91,0
94,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,GEN,980,1704,0
95,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,1729,2996,0
96,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,OBC-NCL,650,1072,0
97,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,1101,1441,0
98,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,SC,394,708,0
99,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),SC,739,876,0
100,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,ST,356,473,0
101,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),ST,395,702,0
102,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,GEN-PWD,188,188,0
103,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,90,90,0
104,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL-PWD,58,58,0
105,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Civil Engineering,4 Years,B.Tech,GEN,767,2618,0
106,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Civil Engineering,4 Years,B.Tech,OBC-NCL,520,1018,0
107,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Civil Engineering,4 Years,B.Tech,SC,153,400,0
108,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Civil Engineering,4 Years,B.Tech,ST,14,47,0
109,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Civil Engineering,4 Years,B.Tech,GEN-PWD,70,70,0
110,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Civil Engineering,4 Years,B.Tech,OBC-NCL-PWD,25,34,0
111,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,24,115,0
112,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,124,186,0
113,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,33,62,0
114,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,72,140,0
115,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,SC,23,43,0
116,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),SC,44,47,0
117,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,ST,12,19,0
118,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),ST,40,46,0
119,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,5,5,0
120,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),SC-PWD,4,4,0
121,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Electrical Engineering,4 Years,B.Tech,GEN,80,403,0
122,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Electrical Engineering,4 Years,B.Tech,OBC-NCL,63,226,0
123,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Electrical Engineering,4 Years,B.Tech,SC,16,122,0
124,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Electrical Engineering,4 Years,B.Tech,ST,3,77,0
125,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Electrical Engineering,4 Years,B.Tech,GEN-PWD,11,14,0
126,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Electrical Engineering - Power and Automation,4 Years,B.Tech,GEN,549,999,0
127,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Electrical Engineering - Power and Automation,4 Years,B.Tech,OBC-NCL,438,536,0
128,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Electrical Engineering - Power and Automation,4 Years,B.Tech,SC,133,278,0
129,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Electrical Engineering - Power and Automation,4 Years,B.Tech,ST,11,143,0
130,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Engineering Physics,4 Years,B.Tech,GEN,1074,2809,0
131,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Engineering Physics,4 Years,B.Tech,OBC-NCL,608,1565,0
132,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Engineering Physics,4 Years,B.Tech,SC,481,995,0
133,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Engineering Physics,4 Years,B.Tech,ST,202,618,0
134,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Engineering Physics,4 Years,B.Tech,GEN-PWD,15,15,0
135,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,4 Years,B.Tech,GEN,250,397,0
136,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),GEN,390,477,0
137,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,4 Years,B.Tech,OBC-NCL,101,266,0
138,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,281,326,0
139,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,4 Years,B.Tech,SC,110,187,0
140,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),SC,219,252,0
141,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,4 Years,B.Tech,ST,240,253,0
142,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),ST,319,322,0
143,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,6,6,0
144,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mathematics and Computing,4 Years,B.Tech,OBC-NCL-PWD,51,51,0
145,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mechanical Engineering,4 Years,B.Tech,GEN,247,907,0
146,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,255,434,0
147,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mechanical Engineering,4 Years,B.Tech,SC,20,178,0
148,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mechanical Engineering,4 Years,B.Tech,ST,51,107,0
149,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Mechanical Engineering,4 Years,B.Tech,GEN-PWD,26,26,0
150,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Production and Industrial Engineering,4 Years,B.Tech,GEN,1036,2526,0
151,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Production and Industrial Engineering,4 Years,B.Tech,OBC-NCL,837,1570,0
152,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Production and Industrial Engineering,4 Years,B.Tech,SC,577,906,0
153,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Production and Industrial Engineering,4 Years,B.Tech,ST,257,472,0
154,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Production and Industrial Engineering,4 Years,B.Tech,GEN-PWD,174,174,0
155,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Textile Technology,4 Years,B.Tech,GEN,2826,5431,0
156,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Textile Technology,4 Years,B.Tech,OBC-NCL,1776,2959,0
157,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Textile Technology,4 Years,B.Tech,SC,1105,1719,0
158,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Textile Technology,4 Years,B.Tech,ST,647,1004,0
159,2016,IIT,6,AI,Gender-Neutral,IIT-Delhi,Textile Technology,4 Years,B.Tech,GEN-PWD,102,102,0
160,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Aerospace Engineering,4 Years,B.Tech,GEN,2864,3497,0
161,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Aerospace Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,2938,4033,0
162,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Aerospace Engineering,4 Years,B.Tech,OBC-NCL,1223,1508,0
163,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Aerospace Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,1618,1718,0
164,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Aerospace Engineering,4 Years,B.Tech,SC,725,865,0
165,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Aerospace Engineering,5 Years,B.Tech + M.Tech (IDD),SC,779,857,0
166,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Aerospace Engineering,4 Years,B.Tech,ST,391,415,0
167,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Aerospace Engineering,5 Years,B.Tech + M.Tech (IDD),ST,430,430,0
168,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Aerospace Engineering,4 Years,B.Tech,OBC-NCL-PWD,16,16,0
169,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Agricultural and Food Engineering,4 Years,B.Tech,GEN,4321,6312,0
170,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Agricultural and Food Engineering,4 Years,B.Tech,OBC-NCL,2652,3091,0
171,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Agricultural and Food Engineering,4 Years,B.Tech,SC,1381,1845,0
172,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Agricultural and Food Engineering,4 Years,B.Tech,ST,590,804,0
173,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),GEN,6306,7455,0
174,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,2669,3282,0
175,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),SC,1728,2065,0
176,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),ST,119,1125,0
177,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,151,151,0
178,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Applied Geology,5 Years,Int MSc.,GEN,6645,8658,0
179,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Applied Geology,5 Years,Int MSc.,OBC-NCL,3048,3571,0
180,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Applied Geology,5 Years,Int MSc.,SC,1805,1994,0
181,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Applied Geology,5 Years,Int MSc.,ST,272,1123,0
182,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Architecture,5 Years,B.Arch,GEN,5783,10310,0
183,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Architecture,5 Years,B.Arch,OBC-NCL,2604,3763,0
184,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Architecture,5 Years,B.Arch,SC,1815,2347,0
185,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Architecture,5 Years,B.Arch,ST,867,1072,0
186,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Biotechnology and Biochemical Engineering,4 Years,B.Tech,GEN,4183,5437,0
187,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Biotechnology and Biochemical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,5556,6904,0
188,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Biotechnology and Biochemical Engineering,4 Years,B.Tech,OBC-NCL,2222,2887,0
189,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Biotechnology and Biochemical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,2262,3321,0
190,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Biotechnology and Biochemical Engineering,4 Years,B.Tech,SC,752,1456,0
191,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Biotechnology and Biochemical Engineering,5 Years,B.Tech + M.Tech (IDD),SC,1584,1747,0
192,2016,IIT,6,AI,Gender-Neutral,IIT-Kharagpur,Biotechnology and Biochemical Engineering,4 Years,B.Tech,ST,704,862,0
